# id|name|slot|value|gold|xp|flags|requirements|rewards|accept_requirements
9783|The First Crumb|559|1|1000|1000|O|86651:1:1:Piece of Armor||
9784|Return to Lifeblood|559|2|1000|1000|O|86652:1:1:Armor Fragment||
9785|Nohairatu|559|3|1000|1000|O|86653:1:1:Sturdy Armor Piece||
9786|Bony Hodgepodge|559|4|1250|1250|O|86654:1:1:Sleek Armor Piece||
9787|Red Risk|559|5|1250|1250|O|86655:1:1:Marred Armor Piece||
9788|Knuckle Levity|559|6|1250|1250|O|86656:1:1:Rusted Armor Piece||
9790|Grudge Ghost|559|7|1250|1250|O|86657:5:1:Dented Armor Pieces||
9791|Inverted Expectation|559|8|1250|1250|O|86658:1:1:Sandy Armor Piece||
9792|Die Angry|559|9|1250|1250|O|86659:1:1:Final Armor Piece||
9793|Treasure Death|559|10|0|0|O|86660:1:1:Find the Hollowborn Treasure|86708:1:0:Lazure's Skull|
9794|Edden's Rings|559|10|1500|1500||86661:1:1:Ring Found|86663:1:0:Cursed Ring|
9795|Luxury Ice|559|10|1500|1500||86662:5:1:Frozen Diamond Found|86664:1:0:Frozen Diamond|
9796|The Immortal Firebird|-1|0|4000|4000||86697:1:1:Anqa's Ashes|86217:1:0:Anqa's Feather|
9797|Lazure's Reawakening|559|11|0|250000||61043:40:0:Gold Voucher 500k,86723:2000:0:Shadow's Eye,86725:1500:0:Chaoroot Vitamer,86726:1000:0:Jury's Statement,55159:1500:0:Hollow Soul|86707:1:0:Lazure's Awakened Skull|86708:0:0:Lazure's Skull
9798|Byakko|560|1|1500|1500||86727:20:1:Tiger Fur||
9799|Suzaku|560|2|1500|1500||86728:50:1:Harpy Feather||
9800|Genbu|560|3|1000|1000||86729:15:1:Silver Scales,86730:15:1:Nagami Scales||
9801|Seiryu|560|4|2000|2000||86732:1:1:Zakhvatchik Fang,86731:15:1:Zmey Fang||
9802|Hoshiyoru|560|5|2500|5000||86733:1:1:Planetary Halo|86876:1:0:Cosmic Stardust|
9803|Asterism's Toll|560|6|350000|1000000||86734:1:1:Astral's Supernova|86877:1:0:Star of the Empyrean|
9804|All Runed|-1|0|2000|2000||86827:1:1:First Rune,86828:1:1:Second Rune,86829:1:1:Third Rune,86830:1:1:Fourth Rune,86831:1:1:Fifth Rune|67460:1:0:Krenos Spirit Katana|
9805|At Ease|557|11|19000|84000|O|86878:15:1:Garde's Heraldry||
9806|Greenguard Daisy|557|12|19000|84000|O|86879:21:1:Wraith's Bloom||
9807|True Nature|557|13|19000|84000|O|86880:6:1:Garde's Sprouts,86881:12:1:Wraith's Breath||
9808|Deafly Pride|557|14|0|5000|O|86882:1:1:Talk to Muusa,86883:1:1:Talk to Lord Granville||
9809|King of Briars and Smoke|557|15|28500|126000|O|86884:1:1:King Duncan Defeated||
9810|Last Snowfall|557|16|19000|84000|O|86885:50:1:Garde's Bones,86886:3:1:Wraith's Soul,86887:1:1:Read Unearthed Scroll||
9811|Spring Melt|557|17|19000|84000|O|86888:3:1:Icy Fractal,86889:1:1:Talk to Henry||
9812|Connla|557|18|19000|84000|O|86890:18:1:Cailleach's Initials||
9813|Dumha na nGiall|557|19|19000|84000|O|86891:12:1:Frozen Blessing,86892:9:1:Cailleach's Mask,86893:1:1:Find Caoimhe||
9814|Changeling|557|20|38000|168000|O|86894:1:1:Illaria Defeated||
9815|Pushing Up Daisies|557|20|2500|5000||86896:9:1:Ghost Blossoms,86897:1:1:Illaria's Amulet,86895:9:1:Garde's Brooch|87155:2:0:Golden Catalyst,87155:1:0:Golden Catalyst,87155:4:0:Golden Catalyst,87155:3:0:Golden Catalyst,87155:5:0:Golden Catalyst|
9816|Hero's Daisy Scroll|555|11|1500|1500||86914:1:1:Hero's Daisy||
9817|Energy Necromancy Scroll|555|12|1500|1500||86915:1:1:Illaria's Medicine Pocket||
9818|Starfield Badge|561|1|0|0|O|86808:1000000:0:Stars Destroyed||
9819|Needs of the Few|557|21|21000|87000|O|87156:18:1:Electronic Gem,87176:1:1:Talk to Henry||
9820|Lost and Numb|557|22|21000|87000|O|87157:18:1:Guardian's Vow||
9821|Childhood Memories|557|23|0|5000|O|87160:1:1:Touch Ice Barrier,87158:1:1:Talk to Muusa,87159:1:1:Talk to Indradeep||
9822|Strangled Sobs|557|24|21000|87000|O|87161:9:1:Shock Enhancer,87162:9:1:Frozen Eye||
9823|Distant Care|557|25|21000|87000|O|87163:1:1:Dark Cage Destroyed||
9824|Minus K|557|26|21000|87000|O|87164:24:1:Glacial Shard||
9825|Someone Else's Blood and Tears|557|27|21000|87000|O|87165:9:1:Hybrid's Plasma||
9826|Honor Thy Family|557|28|0|5000|O|87174:1:1:Talk to Rhubarb,87175:1:1:Read Iona's Diary||
9827|Life's Latest Lows|557|29|21000|87000|O|87166:32:1:Glaceran Ice,87167:32:1:Hybrid Remnants||
9828|Vow of Misery|557|30|42000|174000|O|87168:1:1:Thundersnow Storm Defeated||
9829|Cloud Breaker|557|30|2500|5000||87169:30:1:Glacial Memory,87170:9:1:Hybrid Residue,87171:1:1:Thundersnow Sigh|87403:1:0:Gaheris Sigil|
9830|Thundersnow Scroll|555|13|1500|1500||87391:1:1:Thundersnow Core||
9831|Man in the Middle|555|14|1500|1500||87392:3:1:Hybrid's Shockstone||
9832|A Friend's Faith|557|31|0|5000|O|87422:1:1:Find Avatar's Core||
9833|The Storm Queen|557|32|80000|350000|O|87421:1:1:Cold Thunder Defeated||
9834|Eilean a' Cheò|557|32|3000|12000||87420:15:0:Frozen Bolt|87407:1:0:Skye's Lightning|
9836|Effervescent Elixir|260|15|500|500||87408:10:1:Toxic Souleater Venom,87409:10:1:Scientist's Flask,87410:1:1:Zweinichthirsch Antler|87411:1:0:Lucky Button|
9837|Stalking Prey|563|1|5000|5000|O|87480:14:1:Dire Wolf Slain||
9838|Super Creeps|563|2|5000|5000|O|87481:12:1:Ghoul Slain||
9839|Sleepless Villagers|563|3|0|500|O|87482:1:1:Talk to Doris,87483:1:1:Talk to Fredrick,87484:1:1:Talk to Antonio||
9840|Suspicious Minds|563|4|5000|5000|O|87485:8:1:Wolf Pelts,87486:8:1:Ghoul Flesh||
9841|Get Out The Way|563|5|5000|5000|O|87487:16:1:Hunters Exterminated||
9842|Door Stuck|563|6|0|500|O|87488:3:1:Spirit Energy,87489:1:1:Pristine Phalanges,87490:1:1:Unseal Tomb||
9843|Nothing But A Hound Dog|563|7|5000|5000|O|87491:24:1:Tindalian Hound Slain||
9844|Coldest Regards|563|8|5000|5000|O|87492:21:1:Hunter Slain||
9845|No Different From Prey|563|9|10000|10000|O|87493:1:1:Twisted Hunter Slain||
9846|Shadowslayer Summoning Ritual II|563|9|5000|10000||4789:1:0:Chaotic Dragon Blade,2918:1:0:Lich Crown,54759:1:0:Deep Fried Mecha Mace,43641:1:0:Uriax's Tail,7963:1:0:Axe of Creation,54796:1:0:Zealous Cherubs|87472:2:0:Lunate Sigil|72147:0:0:Sparkly Shadowslayer Relic
9847|Elves of the OverSoul|-1|0|200|500||87473:4:1:Doom Wood,87474:4:1:Sharp Mana Crystal,87475:4:1:Fiend Mana|62225:1:0:FrozenSoul Elf's Hammer,62224:1:0:FrozenSoul Elf's Scythe,87452:1:0:FrozenSoul Elf's BattleGear|
9848|The Red Rival|565|1|1500|1500||87580:1:1:Jaan's Flames|85292:1:0:Flame Incantation|
9849|Pale Invocation|565|2|1500|1500||87581:10:1:Silver Tincture|85293:1:0:Silver Ward|
9850|Moon's Self-Reflection|565|3|1500|1500||87582:1:1:Moonstone Horn|85294:1:0:Almoravid's Bracer|
9851|Tell-Tale Heart|557|33|0|5000|O|87734:1:1:Talk to Felix,87735:1:1:Talk to Illaria||
9852|Iona the Isolated|557|34|250000|500000||87681:1:1:Lightning Diadem|87949:1:0:Lothian's Lightning|
9853|Generational Tyranny|557|34|10000|100000|U|87681:1:1:Lightning Diadem|87949:1:0:Lothian's Lightning|
9854|Eye of the Storm|557|34|10000|100000||87681:1:1:Lightning Diadem|87793:1:0:Queen Iona Battle Companion,87949:1:0:Lothian's Lightning|87792:0:0:Queen Iona Bank Companion
9855|24 Hour Graveyard Shift|420|21|7000|30000|O|87910:8:1:Soldier's Notes||
9856|On Unwanted Wings|420|22|7000|30000|O|87911:16:1:Beast Wings||
9857|Noble Dragonkin|420|23|7000|30000|O|87912:10:1:Draconian Scale||
9858|A Dire Horcdeal|420|24|0|5000|O|87913:1:1:Talk to Zlar,87914:1:1:Tower Key||
9859|Outclassin' the Assassin|420|25|10500|45000|O|87915:1:1:Assassin's Key||
9860|Mean Dog Walker|420|26|10500|45000|O|87916:1:1:Beast Tamer Cloak||
9861|Safe Keeping|420|27|7000|30000|O|87917:8:1:Beast Captured||
9862|Seeds to be Reaped|420|28|7000|30000|O|87918:10:1:Vindication Emblem||
9863|Ceremonies and Rituals|420|29|7000|30000|O|87920:8:1:Soldier's Grace,87919:8:1:Beast's Grace||
9864|Selective Acknowledgement|420|30|10500|45000|O|87921:1:1:Vindicator Priest Defeated||
9865|Mutual Friends|420|30|2000|6000||87922:1:1:Vindicated Blades,87923:1:1:Vindicated Chain,87924:1:1:Vindicated Scripture|87925:1:0:Vindicator Crest|
9866|Day of the Thread|-1|0|250|750||40354:2:0:Fabric,87821:4:1:Doll Pieces,511:1:0:Scissors|86139:1:0:Giant Magical Gecko Plush,86142:1:0:Magic Gecko Plushie,86141:1:0:Posed Giant Magical Gecko Toy,87242:1:0:Magical Gecko Action Figure,86140:1:0:Posed Magical Gecko Toy,87243:1:0:Magical Gecko Action Figures,86138:1:0:Magical Gecko Toy,86143:1:0:Giant Magic Gecko Plushie|
9868|Vampire Pirate Medal|567|1|1000|2000||87982:5:1:Vampire Pirate Medal|87348:1:0:Blood Testament Trophy|
9869|Mega Vampire Pirate Medal|567|1|1500|4000||87983:3:1:Mega Vampire Pirate Medal|87348:1:0:Blood Testament Trophy|
9870|Siren's Pack|567|2|1000|2000||87984:5:1:Waterlogged Hide||
9871|Bitterfang|567|3|25000|75000|O|87985:1:1:Flintfang Defeated||
9872|Lycan Pirate Medal|567|1|1000|2000||87986:5:1:Lycan Pirate Medal|87348:1:0:Blood Testament Trophy|
9873|Mega Lycan Pirate Medal|567|1|1500|4000||87987:3:1:Mega Lycan Pirate Medal|87348:1:0:Blood Testament Trophy|
9874|Bloodsong |567|2|1000|2000||87988:5:1:Congealed Blood||
9876|Faceless Moon|567|4|4000|22000|O|88242:14:1:Tattered Cravat||
9877|Apex Prey|567|5|4000|22000|O|88243:4:1:Tarnished Silver||
9878|False Triton|567|6|4000|22000|O|88244:12:1:Lamprey Fang,88245:1:1:Examine Clam Shell Bed||
9879|Blood Moonglade|567|7|4000|22000|O|88246:4:1:Salty Blood||
9880|Aye Eye|567|8|4000|22000|O|88248:1:1:Examine Red Trail,88247:6:1:Bloodshot Eye||
9881|Fang Profile|567|9|4000|22000|O|88249:6:1:Horde's Gold Ring,88250:1:1:Follow Red Trail||
9882|Necro-Putrefaction|567|10|4000|22000|O|88252:12:1:Lamprey Tentacle,88251:6:1:Horde's Horn||
9883|Counterpirate|567|11|4000|22000|O|88253:1:1:Handwritten Victory Speech||
9884|Abyssal Alpha|567|12|4000|22000|O|88254:1:1:Kurok Defeated||
9885|Nyx Oceana|567|13|4000|22000|O|88255:1:1:Merpyre Defeated||
9886|Petty Proposition|567|13|4000|22000||88256:1:1:Blood Captain Cap,88257:1:1:Kurok's Moon Ring,88258:1:1:Merpyre Scale|88485:5:0:Blood Isle Booty,88485:2:0:Blood Isle Booty,88485:3:0:Blood Isle Booty,88485:1:0:Blood Isle Booty|
9887|Head Hunters|-1|0|2000|4000||88472:1:1:Maah-na's Wing,88473:1:1:Akh-a's Wing|82841:1:0:Infernalis Penna|
9888|Azalith's Ambition|-1|0|2500|5000||88474:1:1:Azalith's Eye|82842:1:0:Infernalis Oculus|
9889|Unshackled Azalith|-1|0|5000|50000||88475:1:1:Azalith's Horn|82843:1:0:Divina Voluntas|
9890|Infernal Warlord Scroll|570|1|1500|1500||88476:1:1:Infernal Warlord's Voice||
9891|Diabolical Warlord Scroll|570|2|1500|1500||88477:1:1:Diabolical Warlord's Voice||
9892|Malxas Scroll|570|3|1500|1500||88478:1:1:Malxas' Voice||
9893|Na'al Scroll|570|4|1500|1500||88479:1:1:Na'al's Voice||
9894|What You Treasure Most|-1|0|0|0||88488:1:1:2nd Gold Piece,88489:1:1:3rd Gold Piece,88487:1:1:1st Gold Piece|88383:1:0:Compass Rose Skull|
9895|Trial of the Heart|-1|0|0|0||88490:5:0:Dark Heart|88371:1:0:Obsessor Captain|88383:0:0:Compass Rose Skull
9896|Blood-Dyed Stones|-1|0|0|0||88492:5:1:Soul's Deepest Darkness,88491:1:1:Suspicious Ruby|84594:1:0:Elden Ruby|88371:0:0:Obsessor Captain,88383:0:0:Compass Rose Skull
9897|In-Field Study|571|1|1500|1500||88647:10:1:Shadowstones||
9898|Technilliterate|571|2|1500|1500||88648:1:1:Noxborg Graded||
9899|Odd Tastes|571|3|2000|2000||88649:1:1:Noxore Graded||
9900|My Toxic Pony|571|4|2500|2500||88650:1:1:Noxustrian Graded||
9901|Hand-Me-Down|571|5|3000|3000||88651:1:1:Imperial Noxus Graded||
9902|Soul Hunter|-1|0|0|20000||88666:10:0:Dreadhaven General's Soul Fragment,88667:10:0:Zakhvatchik's Soul Fragment,88668:10:0:Creel's Soul Fragment|88661:250000:0:Gorillaphant Defeated,88660:250000:0:Frogzard Defeated,88662:250000:0:Dragon Defeated|
9903|Blow Up Lore?!?!?|-1|0|0|25000||88664:1:0:Radioactive Hydra's Plutonium,88665:1:0:Teja's Powder Keg,5058:1:0:Dynamite,88663:1:0:Cyborg Beast Core's Core,7543:1:0:Panda Launcher|88662:2000000:0:Dragon Defeated,88660:2000000:0:Frogzard Defeated,88661:2000000:0:Gorillaphant Defeated|88733:0:0:Catapult
9904|Surrender, Frogzards!|-1|0|0|25000||88734:1:0:Nightmare Carnax Defeated|88660:100000:0:Frogzard Defeated|
9905|Surrender, Gorillaphants!|-1|0|0|25000||88735:1:0:Salek Sprayer Defeated|88661:100000:0:Gorillaphant Defeated|
9906|Surrender, Dragons!|-1|0|0|25000||88736:1:0:Nerites Defeated|88662:100000:0:Dragon Defeated|
9907|Unshackled Azalith (Daily)|-1|0|25000|100000||88727:1:1:Azalith's Infernal Horn|82843:5:0:Divina Voluntas|
9908|Surrender, Frogzards! (Legend)|-1|0|0|25000|U|88734:1:0:Nightmare Carnax Defeated|88660:150000:0:Frogzard Defeated|
9909|Surrender, Gorillaphants (Legend)|-1|0|0|25000|U|88735:1:0:Salek Sprayer Defeated|88661:150000:0:Gorillaphant Defeated|
9910|Surrender, Dragons! (Legend)|-1|0|0|25000|U|88736:1:0:Nerites Defeated|88662:150000:0:Dragon Defeated|
9911|Soul Hunter (Legend) |-1|0|0|20000|U|88666:10:0:Dreadhaven General's Soul Fragment,88667:10:0:Zakhvatchik's Soul Fragment,88668:10:0:Creel's Soul Fragment|88662:500000:0:Dragon Defeated,88661:500000:0:Gorillaphant Defeated,88660:500000:0:Frogzard Defeated|
9912|A Herd of Black Sheep|525|17|16000|75000|O|88850:3:1:Corrupted Gold||
9913|Apep's Minders|525|18|16000|75000|O|88852:1:1:Talk to Gravelyn,88851:6:1:Umbral Helmet||
9914|Primeval Discord|525|19|16000|75000|O|88853:3:1:Umbral Steel,88854:1:1:Doomed Veins||
9915|Hissing Hatchlings|525|20|16000|75000|O|88855:12:1:Violet Snake Skin||
9916|How the Mighty Have Fallen|525|21|0|5000|O|88856:1:1:Talk to Ginx,88857:1:1:Find Ginx's Buddy||
9917|Dog Water|525|22|16000|75000|O|88858:15:1:Hound's Tail||
9918|Poor Costume Choice|525|23|0|5000|O|88860:6:1:Blue Lotus,88859:1:1:Talk to Regular Stranger||
9919|Chaotic Little Joys|525|24|16000|75000|O|88861:6:1:Chaorrupted Scale,88862:9:1:Chaorrupted Stone||
9920|Rite of Apophis|525|25|16000|150000|O|88863:1:1:Apophis Chantress Defeated||
9921|Slithering Chaos|525|25|2000|5000||88864:1:1:Chantress' Discord Glyph,88865:12:1:Serpent's Tattoo,88866:12:1:Hound's Face|88867:1:0:Corrupted Hieroglyph|
9922|Join My Dojo|572|1|0|0|O|||
9923|500 Punches and 500 Kicks|572|2|0|100000|O|88660:500:0:Frogzard Defeated,88661:500:0:Gorillaphant Defeated,88662:500:0:Dragon Defeated||
9924|Discount Diploma|572|4|0|100000|O|88660:500000:0:Frogzard Defeated,88661:500000:0:Gorillaphant Defeated,88662:500000:0:Dragon Defeated||
9925|One Million Miles Searching|572|5|0|200000|O|88660:1000000:0:Frogzard Defeated,88661:1000000:0:Gorillaphant Defeated,88662:1000000:0:Dragon Defeated||
9926|Ughhhhhh|572|6|0|200000|O|88660:2000000:0:Frogzard Defeated,88661:2000000:0:Gorillaphant Defeated,88662:2000000:0:Dragon Defeated||
9927|Work Smarter, Not Harder|572|7|0|500000|O|88660:5999500:0:Frogzard Defeated,88661:5999500:0:Gorillaphant Defeated,88662:5999500:0:Dragon Defeated||
9928|Cheater Cheater|572|8|0|1000000|O|88616:1:1:The Master Fought||
9929|Rejection of Gravity|-1|0|2000|4000||89291:1:1:Trickster Duartaine's Dreambinder|89499:1:0:Apocalyptic Nihil Coin|
9930|Pumpkin Some Iron|-1|0|0|0||90219:1:1:Wretched Rider's Leg,90220:1:1:Famine's Torn Cloak Piece,90221:1:1:Harvest Queen Rematched|2343:1:0:Staff of Plenty|
9931|Flying South|582|6|0|0||89761:5:1:Bellhop's Suitcase,89762:10:1:Fuel from Hovercraft,16975:1:0:Mercenary Jet Packs|89763:1:0:David's Log Cabin House|
9932|Vanquish The Betrayers|-1|0|5000|10000||91353:20:1:Outrider's Skull,91354:1:1:Scarvitas' Skull,91357:20:1:Shadowblade Destroyed|69637:1:0:Fiend's Draconic Trophy Axes,69612:1:0:Fiend's Trophy Backblades,69611:1:0:Fiend's Trophy Backblade,69636:1:0:Fiend's Draconic Trophy Axe,69613:1:0:Fiend's Trophy Wrap|
9933|Deathly Slow Start |572|3|0|100000|O|88660:500000:0:Frogzard Defeated,88661:500000:0:Gorillaphant Defeated,88662:500000:0:Dragon Defeated||
9934|Frogzard Legs|-1|0|0|0||61043:1:0:Gold Voucher 500k|88660:500000:0:Frogzard Defeated|
9935|Gorillaphant Tusks|-1|0|0|0||61043:1:0:Gold Voucher 500k|88661:500000:0:Gorillaphant Defeated|
9936|Dragon Scales|-1|0|0|0||61043:1:0:Gold Voucher 500k|88662:500000:0:Dragon Defeated|
9938|Shadow Duat Medal|525|26|1000|4000||89001:5:1:Shadow Duat Medal|88945:1:0:A Memory|
9939|Mega Shadow Duat Medal|525|26|1500|8000||89002:3:1:Mega Shadow Duat Medal|88945:1:0:A Memory|
9940|Funerary Shesepankh|525|27|1000|3000||89003:6:1:Umbral Wing||
9941|Old Guarde|525|28|1000|3000||89004:6:1:Umbral Helm||
9942|Enemy of the Sun|525|29|1500|4000||89005:1:1:Chantress' Veil||
9943|Doomed Heir|525|30|2000|4000||89006:1:1:Clarent's Eye||
9944|Wedding Reception|575|1|0|2500|O|89120:1:1:Chat with Thay,89121:1:1:Chat with Snow||
9945|Rats in the Walls|575|2|2000|18000|O|89122:10:1:Rat Tails||
9946|Blissfully Unaware|575|3|0|2500|O|89124:1:1:Chat with Aciel,89123:1:1:Chat with Teka||
9947|Caspar's Web|575|4|2000|18000|O|89125:15:1:Spider Eye||
9948|Terrorized Tailors|575|5|0|2500|O|89126:1:1:Chat with Hikari,89127:1:1:Chat with NCS||
9949|Occult Objection|575|6|2000|18000|O|89128:1:1:Read Diary,89129:8:1:Vengeful Ectoplasm||
9950|Wraithful|575|7|2000|18000|O|89130:1:1:Uncover Basement Entrance,89131:6:1:Wrathful Ectoplasm||
9951|Old, Blue, and…?|575|8|3000|27000|O|89132:1:1:Old Closet Cloth||
9952|Aisle Rampage|575|9|2000|18000|O|89133:6:1:Spirit Appeased,89134:6:1:Spirit Released||
9953|Blood-Soaked Witchery|575|10|2000|18000|O|89135:1:1:Blood Witch Defeated||
9954|Boo-quet Toss|575|10|2000|4000||89136:6:1:Vengeful Petals,89137:6:1:Wrathful Petals,89138:1:1:Crimson Petals|89139:1:0:Spectral Memento|
9955|Eclipsed Memory|576|1|17000|77000|O|89476:1:1:Talk to Sek-Duat,89475:9:1:Sphinx's Tail||
9956|Sons in Spirit|576|2|17000|77000|O|89477:9:1:Royal Guard Amulet||
9957|Cleopatra's Asp|576|3|0|5000|O|89478:1:1:Examine Hatchling Scales,89479:1:1:Examine Violet Scales||
9958|Canopic Guardians|576|4|17000|77000|O|89480:3:1:Umbral Sphinx Resin,89481:3:1:Guard's Stomach||
9959|Lum'ah|576|5|17000|77000|O|89482:18:1:Royal Bandages,89483:1:1:Talk to Astero||
9960|Asyut's Hounds|576|6|17000|77000|O|89484:4:1:Anubian Mask||
9961|Chaotic Magnetism|576|7|0|5000|O|89485:1:1:Examine Luscious Scales,89486:1:1:Examine Scorched Scales||
9962|Warrior's Death|576|8|17000|77000|O|89488:3:1:Anubian Crest,89489:1:1:Examine Bloodied Scales,89487:12:1:Mummy's Canopic Jar||
9963|Uraeus|576|9|25550|115500|O|89490:1:1:Neith Defeated||
9964|Dragon of Duat|576|10|34000|154000|O|89491:1:1:Umbral Chaos Defeated||
9965|Whims of Man and Beast|576|10|2000|5000||89492:6:1:Duanmutef Glyph,89493:1:1:Neith's Uraeus,89494:1:1:Apophis' Violet Favor|89495:1:0:Crown of Chaos|
9966|Philosopher's Pumpkin|577|1|3000|11000|O|89512:9:1:Azoth Juice,89513:1:1:Talk to Oishii||
9967|Cosmic Surprise|577|2|3000|11000|O|89514:9:1:Cosmic Eggshell||
9968|Early Birds|577|3|0|2000|O|89516:1:1:Talk to Zhoom,89515:1:1:Talk to Warlic||
9969|Impossible Meat|577|4|3000|11000|O|89517:9:1:Chickencow Aura,89518:1:1:Talk to Hans||
9970|Forbidden Fruit|577|5|3000|11000|O|89520:1:1:Talk to Lady Celestia,89519:9:1:Apple Core||
9971|How the Cookie Crumbles|577|7|3000|11000|O|89522:8:1:Cookie Crumble||
9972|Everything Burger|577|8|3000|11000|O|89523:8:1:Burgoo Spatula||
9973|Pretend You Don't See Anything|577|9|0|2000|O|89524:1:1:Talk to Queen Victoria,89525:1:1:Talk to Richard||
9974|Coiled Cornucopia|577|10|6000|22000|O|89526:1:1:Mananxiety Defeated||
9975|Leftover Lunching|577|10|2000|3000||89528:9:1:Chicken and Eggs,89529:1:1:Mananxiety Extract,89527:9:1:Fruits and Veggies|89543:5:0:Emergency Rations,89543:3:0:Emergency Rations,89543:7:0:Emergency Rations|
9976|Mananania|577|6|3000|11000|O|89521:9:1:Manana Peel||
9977|Wunjo, Reversed - Realized|578|1|7000|32000|O|89719:1:1:Soldier's Key||
9978|Berkana - Realized|578|2|7000|32000|O|89720:6:1:Hollowborn Soldier Pinned||
9979|Algiz, Reversed - Realized|578|3|7000|32000|O|89721:5:1:Recruit's Brand,89722:1:1:Talk to Genevieve||
9980|Gebo - Realized|578|4|7000|32000|O|89723:12:1:Hound's Collar||
9981|Eihwaz - Realized|578|5|7000|32000|O|89724:6:1:Hollowborn Collar,89725:1:1:Read Gramiel's Letter||
9982|Hagalaz - Realized|578|6|7000|32000|O|89726:12:1:Draconian Fang||
9983|Mannaz - Realized|578|7|7000|32000|O|89727:6:1:Glowing Fang||
9984|Thurisaz - Realized|578|8|7000|32000|O|89728:6:1:Vindicator Talon,89729:6:1:Hollowborn Talon||
9985|Othala - Realized|578|9|10500|48000|O|89730:1:1:Grandmaster's Broken Blade||
9986|Isa, Reversed - Realized|578|10|21000|96000|O|89731:1:1:Celestial Gramiel Defeated||
9987|Nauthiz - Realized|578|10|2000|6000||89732:1:1:Celestial Feather,89733:1:1:Grandmaster's Remembrance,89734:6:1:Soul Scale|55159:15:0:Hollow Soul|
9988|Chilly's Participation Quest 2024|579|1|0|0|O|74723:1:1:Reminder Delivered||
9989|Molting to Revive|-1|0|5000|5000||90202:6:1:Hollow Scale|90222:1:0:Hollowborn Wyvern Heart|
9990|Dragon's Despair|-1|0|5000|10000||90203:1:1:Hollow Amulet|86799:1:0:Hollowborn Dragon Heart|
9991|Lussi Langnatt|-1|0|15|30||90346:1:1:Icy Vein|90410:1:0:Sterling Silver|
9992|Advertiser Ally|-1|0|500|500||90424:10:1:Spider Defeated,90425:1:1:Ogug Stoneaxe Defeated,90423:10:1:Wolf Defeated|54768:1:0:Welcome to Yulgar's Inn|
9993|Mouth of a Home|580|1|5000|20000|O|90520:10:1:Acid Bucket||
9994|Windpipe Hallway|580|2|0|4000|O|90521:5:1:Check Guest Rooms,90522:1:1:Talk to Valencia,90523:1:1:Talk to Candy Claws||
9995|Foreign Body Aspiration|580|3|5000|20000|O|90524:4:1:Gift Keys||
9996|Left Arm Vein|580|4|5000|20000|O|90525:1:1:Talk to 'Alteon',90526:1:1:Talk to 'Lynaria',90527:10:1:Cold Recollection||
9997|Left Arm Artery|580|5|5000|20000|O|90528:1:1:Talk to 'Brittany',90529:1:1:Talk to 'Brentan',90530:10:1:Cold Shard||
9998|Right Arm Vein|580|6|0|4000|O|90531:1:1:Talk to Fa,90532:1:1:Talk to 'La',90533:1:1:Talk to 'Re'||
10001|Right Arm Artery|580|7|5000|20000|O|90534:1:1:Guest's Invitation||
10002|Cryophobia|580|8|0|4000|O|90535:1:1:Talk to Room 4's Guest||
10003|Maceration|580|9|10000|40000|O|90536:1:1:Memory Leech Defeated||
10004|Mockingbird|580|9|2000|4000||90537:10:1:Guest's Ornament,90538:10:1:Apparition's Eye,90539:1:1:Stolen Memory|88133:1:0:Frigid Chain and Sickle,68269:1:0:Sheathed Antique Katana,68270:1:0:Antique Sheathed Katanas,81099:1:0:Spooky Spotlight,24646:1:0:Swordhaven Guard's Blade,18718:1:0:Impish Banner,71391:1:0:Plumbing Louse,66493:1:0:Desolate Husk,25365:1:0:Sheathed Traveler's Swords,15164:1:0:Spectral Wings|
10005|Chilblain|580|10|5500|22000|O|90673:10:1:Frosted Breath||
10006|Fool's Gold|580|11|5500|22000|O|90674:1:1:Trey's Shard,90675:1:1:Talk to Valencia||
10007|Acid Reflux|580|12|5500|22000|O|90676:6:1:Acidic Liquid,90677:4:1:Locks Broken||
10008|Sour Notes|580|13|5500|22000|O|90678:1:1:Alteon's Shard,90679:1:1:Lynaria's Shard||
10009|Phantom Pain|580|14|5500|22000|O|90680:1:1:Brittany's Shard,90681:1:1:Brentan's Shard||
10010|Kleptothermy|580|15|5500|22000|O|90682:1:1:La's Shard,90683:1:1:Re's Shard,90684:1:1:Read Song's Notes||
10011|Fie Fie|580|16|0|5000|O|90685:1:1:Check on Room 4's Guest,90686:5:1:Follow Trail of Red Thread||
10012|Here of Free Will?|580|17|5500|22000|O|90688:10:1:Hotel Guest's Viand,90687:1:1:Find Candy Claws||
10013|Arrived by Compulsion?|580|18|8250|33000|O|90689:1:1:Yaga Defeated,90690:1:1:Rescue Aria||
10014|Empty Nest|580|19|11000|44000|O|90691:1:1:Mockingbird Defeated||
10015|Ensemble's Conclusion|580|19|2000|4000||90692:1:1:Acid Wash,90693:1:1:Apparition Fragment,90694:1:1:Mockingbird Shard|81115:1:0:Rousing Concert for One,81114:1:0:Gothic Concert for One,90713:1:0:Aurelio Voltaire & Candy Claws,81116:1:0:Leisurely Concert for One,90699:1:0:Dark Spooky Spotlight,90709:1:0:Aurelio Voltaire's Holiday TopHat,81100:1:0:Spooky Center Stage,90712:1:0:Holiday Aurelio Voltaire House Guest,90698:1:0:Spooky Spotlight,90711:1:0:PepperMint Candy Claws Pet,90710:1:0:Aurelio Voltaire's TopHat & Locks|
